HPO_label,HPO_term
Abnormal fetal cardiovascular physiology,HP:0034190
Elevated fetal middle cerebral artery peak systolic velocity,HP:0034191
Pulmonary thromboembolism,HP:0034192
Stratum basale cleavage,HP:0034193
Suprabasal cleavage,HP:0034194
Triggered by muscle relaxant,HP:0034195
Ductus venosus agenesis,HP:0034196
Third trimester onset,HP:0034197
Second trimester onset,HP:0034198
Late first trimester onset,HP:0034199
Abnormal CSF homovanillic acid concentration,HP:0034200
Increased CSF homovanillic acid concentration,HP:0034201
Abnormal iduronate sulfatase concentration,HP:0034202
Decreased iduronate sulfatase level,HP:0034203
Decreased circulating C1-esterase inhibitor concentration,HP:0034204
Iniencephaly,HP:0034205
Abnormal fetal central nervous system morphology,HP:0034206
Abnormal fetal gastrointestinal system morphology,HP:0034207
Fetal intracranial hemorrhage,HP:0034208
Fetal subependymal hemorrhage,HP:0034209
Fetal intraventricular hemorrhage,HP:0034210
Fetal cerebral parenchymal hemorrhage,HP:0034211
Fetal extra-axial hemorrhage,HP:0034212
Fetal posterior fossa hemorrhage,HP:0034213
Fetal intraventricular hemorrhage without ventriculomegaly,HP:0034214
Fetal cerebellar hemisphere hemorrhage,HP:0034215
Fetal cerebellar vermis hemorrhage,HP:0034216
Sonographic non-visualized fetal bladder,HP:0034217
Fetal intraventricular hemorrhage with ventriculomegaly,HP:0034218
Fetal intraventricular hemorrhage with periventricular hemorrhage,HP:0034219
Temporal lobe megalencephaly,HP:0034220
Abnormal temporal lobe morphology,HP:0034221
Temporal lobe dysplasia,HP:0034222
Elevated umbilical artery pulsatility,HP:0034223
Absent end-diastolic umbilical artery flow,HP:0034224
Reversed end-diastolic umbilical artery flow,HP:0034225
Champagne cork sign,HP:0034226
Aortic isthmus hypoplasia,HP:0034227
Proximal aortic arch hypoplasia,HP:0034228
Distal aortic arch hypoplasia,HP:0034229
Inferior crossed fused renal ectopia,HP:0034230
Sigmoid kidney,HP:0034231
Unilateral lump kidney,HP:0034232
Disc kidney,HP:0034233
L-shaped kidney,HP:0034234
Superior crossed-fused renal ectopia,HP:0034235
Apnea of prematurity,HP:0034236
Open neural tube defect,HP:0034237
Closed neural tube defect,HP:0034238
Renal vein thrombosis,HP:0034239
Fetal neck mass,HP:0034240
Prenatal death,HP:0034241
Abnormal fetal genitourinary system morphology,HP:0034242
Abnormal fetal pulmonary morphology,HP:0034243
Gastric pseudomass,HP:0034244
Fetal head anomaly,HP:0034245
Fetal scalp mass,HP:0034246
Fetal lower urinary tract obstruction,HP:0034247
Increased fetal lens echogenicity,HP:0034248
Severe influenza infection,HP:0034249
Fetal nuchal edema,HP:0034250
Abnormal corneal reflex,HP:0034251
Absent corneal reflex,HP:0034252
Eosinophil nuclear hypersegmentation,HP:0034253
Face of the giant panda sign,HP:0034254
Colovesicular fistula,HP:0034255
Absent dermoepidermal hemidesmosomes,HP:0034256
C4 nephritic factor positivity,HP:0034257
Aplasia/Hypoplasia of the midbrain,HP:0034258
Hypoplasia of the midbrain,HP:0034259
Aplastic zygomatic arch,HP:0034260
Aplasia/Hypoplasia of facial bones,HP:0034261
Absent lanugo,HP:0034262
Abnormal vaginal bleeding,HP:0034263
Postcoital vaginal bleeding,HP:0034264
Mastalgia,HP:0034265
Vaginal bleeding during sex,HP:0034266
Pelvic pain,HP:0034267
Abnormal vaginal physiology,HP:0034268
Abnormal vaginal discharge,HP:0034269
Serrated incisors,HP:0034270
Copper beaten skull,HP:0034271
Perifoveal hypoautofluorescence,HP:0034272
Premature sagging cheeks,HP:0034273
Gastrointestinal ulcer,HP:0034274
Verrucous epidermal nevus,HP:0034275
Elevated circulating thymidine concentration,HP:0034276
Elevated circulating deoxyuridine concentration,HP:0034277
Multinucleated erythroblast,HP:0034278
"2,8-dihydroxyadenine crystalluria",HP:0034279
Target cells,HP:0034280
Phalangeal cone-shaped epiphyses,HP:0034281
Subcutaneous ossification,HP:0034282
Increased fecal protoporphyrin concentration,HP:0034283
Recurrent gingivitis,HP:0034284
Enteroviral encephalitis,HP:0034285
Pneumocystis carinii pneumonia,HP:0034286
Afibrinogenemia,HP:0034287
Elevated circulating reverse T3 concentration,HP:0034288
Elevated circulating rT3/T3 ratio,HP:0034289
Elevated circulating tiglylglycine concentration,HP:0034290
Elevated circulating creatine concentration,HP:0034291
Reduced circulating creatine concentration,HP:0034292
Temporal lobe calcification,HP:0034293
Ductal bile plugs,HP:0034294
Reduced cerebral white matter volume,HP:0034295
"Elevated urine 3,5,6-trichloro-2-pyridinol level",HP:0034296
Elevated circulating tetracosanoic acid concentration,HP:0034297
Elevated circulating hexacosanoic acid concentration,HP:0034298
Sertoli cell-only phenotype,HP:0034299
Decreased acid sphingomyelinase activity,HP:0034300
Congenital pouch colon,HP:0034301
Megalopapilla,HP:0034302
Notched T wave,HP:0034303
Epsilon wave,HP:0034304
2:1 atrioventricular block,HP:0034305
Ventricular bigeminy,HP:0034306
Elevated left ventricular end-diastolic diameter,HP:0034307
Prolonged P wave,HP:0034308
Multiflagellar spermatozoa,HP:0034309
Post-vaccination yellow fever,HP:0034310
Hypoplastic optic chiasm,HP:0034311
Nocturnal hypoxemia,HP:0034312
Hyperdynamic left ventricular ejection fraction,HP:0034313
Abnormal left ventricular ejection fraction,HP:0034314
Chronic cough,HP:0034315
Thinning of the substantia nigra pars compacta,HP:0034316
Unusual viral infection,HP:0034317
Unusual virus reactivation,HP:0034318
CNS vasculitis with reactivation of varicella-zoster virus,HP:0034319
Muscle fiber intracytoplasmic reducing inclusion bodies,HP:0034320
Elevated circulating guanidinoacetic acid concentration,HP:0034321
Reduced galactocerebrosidase activity,HP:0034322
Reduced circulating growth hormone concentration,HP:0034323
Brachiocephalic artery aneurysm,HP:0034324
Common carotid artery aneurysm,HP:0034325
Adenomyosis,HP:0034326
Posterior corneal stroma punctiform multicolored opacities,HP:0034327
Fibro-obliterative bile-duct lesion,HP:0034328
Dysplastic megalencephaly,HP:0034329
Regional right ventricular hypokinesis,HP:0034330
McConnell sign,HP:0034331
Cognitive regression,HP:0034332
Increased circulating hypoxanthine concentration,HP:0034333
allelic_requirement,HP:0034334
Inheritance modifier,HP:0034335
Splenic infarction,HP:0034336
Claw hand deformity,HP:0034337
Imprinted,HP:0034338
Pseudoautosomal inheritance,HP:0034339
Pseudoautosomal dominant inheritance,HP:0034340
Pseudoautosomal recessive inheritance,HP:0034341
Trapezius muscle aplasia,HP:0034342
Requires heterozygosity,HP:0034343
Female-limited expression,HP:0034344
Mendelian inheritance,HP:0034345
Nesidioblastosis,HP:0034346
Greater auricular nerve thickening,HP:0034347
Subpulmonary stenosis,HP:0034348
Supravalvar pulmonary stenosis,HP:0034349
Valvular pulmonary stenosis,HP:0034350
Neuromyotonia,HP:0034351
Bile duct polyp,HP:0034352
Appendicular spasticity,HP:0034353
Trichoschisis,HP:0034354
White cerebellum sign,HP:0034355
Impaired renal tubular reabsorption of low molecular weight protein,HP:0034356
Impaired renal tubular reabsorption of glucose,HP:0034357
Impaired renal tubular reabsorption of sodium,HP:0034358
Impaired renal tubular reabsorption of phosphate,HP:0034359
Action myoclonus,HP:0034360
Redundant umbilical skin,HP:0034361
Dull foveal reflex,HP:0034362
Corneal pterygium,HP:0034363
Fibrofatty replacement of right ventricular myocardium,HP:0034364
Elevated circulating alpha-aminoadipic semialdehyde concentration,HP:0034365
Fracture blister,HP:0034366
Decreased beta-mannosidase activity,HP:0034367
Urolithiasis,HP:0034368
Decreased level of coenzyme Q10 in skeletal muscle,HP:0034369
Abnormal muscle tissue metabolite concentration,HP:0034370
Reduced circulating prekallikrein concentration,HP:0034371
Internal tibial torsion,HP:0034372
External tibial torsion,HP:0034373
Trident acetabulum,HP:0034374
Spherophakia,HP:0034375
Atrioventricular valve regurgitation,HP:0034376
Single atrioventricular valve regurgitation,HP:0034377
Urethrovesical occlusion,HP:0034378
Vascular granular osmiophilic material deposition,HP:0034379
Juvenile type testicular granulosa cell tumor,HP:0034380
Central nervous system axonal spheroid,HP:0034381
Disease remission,HP:0034382
Elevated circulating biliverdin concentration,HP:0034383
Elevated circulating insulin:C-peptide ratio,HP:0034384
Abnormal left ventricular endsystolic diameter,HP:0034385
Reduced left ventricular endsystolic diameter,HP:0034386
Bacterial encephalitis,HP:0034387
Hilar lymph node enlargement,HP:0034388
Pulmonary vein varix,HP:0034389
Decreased CSF glycine concentration,HP:0034390
Elbow contracture,HP:0034391
Joint contracture,HP:0034392
Elbow extension contracture,HP:0034393
Forearm supination contracture,HP:0034394
Forearm pronation contracture,HP:0034395
Abnormality of corneal shape,HP:0040004
Mortality/Aging,HP:0040006
Absent pigmentation of chest,HP:0040007
Aplasia of facial bones,HP:0040008
Hyperparakeratosis,HP:0040009
Flat posterior fossa,HP:0040011
Chromosome breakage,HP:0040012
Decreased mitochondrial number,HP:0040013
Increased mitochondrial number,HP:0040014
Increased activity of mitochondrial respiratory chain,HP:0040015
Prominent coccyx,HP:0040016
Protruding coccyx,HP:0040017
Clinodactyly of hallux,HP:0040018
Radial deviation of the 5th finger,HP:0040020
obsolete Radial deviation of the thumb,HP:0040021
Clinodactyly of the 2nd finger,HP:0040022
Clinodactyly of the thumb,HP:0040023
Clinodactyly of the 3rd finger,HP:0040024
Clinodactyly of the 4th finger,HP:0040025
Chorioretinal hypopigmentation,HP:0040030
Chorioretinal hyperpigmentation,HP:0040031
Hypoplasia of the upper eyelids,HP:0040032
Aplasia/Hypoplasia of the fifth metatarsal bone,HP:0040033
Abnormality of the fourth metatarsal bone,HP:0040035
Onychogryposis of fingernail,HP:0040036
obsolete Thin fingernail (obsolete),HP:0040037
obsolete Thin toenail,HP:0040038
Onycholysis of fingernails,HP:0040039
Toenail onycholysis,HP:0040040
Aplasia of the eccrine sweat glands,HP:0040042
Hypoplasia of the eccrine sweat glands,HP:0040043
Hypoplasia of the diaphragm,HP:0040044
Abnormal hemidiaphragm morphology,HP:0040045
Abnormal left hemidiaphragm morphology,HP:0040046
Abnormal right hemidiaphragm morphology,HP:0040047
obsolete Aplasia of the left hemidiaphragm,HP:0040048
Macular edema,HP:0040049
Sparse upper eyelashes,HP:0040050
Abnormality of upper eyelashes,HP:0040051
Abnormality of lower eyelashes,HP:0040052
Long lower eyelashes,HP:0040053
Short upper eyelashes,HP:0040054
Short lower eyelashes,HP:0040055
Absent upper eyelashes,HP:0040056
Abnormality of nasal hair,HP:0040057
Calcification of ribs,HP:0040059
Osteosclerosis of the radius,HP:0040061
Slender radius,HP:0040062
Decreased adipose tissue,HP:0040063
Abnormal lower limb bone morphology,HP:0040069
Abnormal upper limb bone morphology,HP:0040070
Abnormal morphology of ulna,HP:0040071
Abnormal forearm bone morphology,HP:0040072
obsolete Abnormal concentration of calcium in blood,HP:0040077
Axonal degeneration,HP:0040078
Irregular dentition,HP:0040079
Anteverted ears,HP:0040080
Abnormal circulating creatine kinase concentration,HP:0040081
Happy demeanor,HP:0040082
Abnormal circulating renin,HP:0040084
Abnormal circulating aldosterone,HP:0040085
Abnormal blood folate concentration,HP:0040087
Abnormal lymphocyte count,HP:0040088
Asymmetry of the size of ears,HP:0040091
Asymmetry of the shape of the ears,HP:0040092
Asymmetry of the position of the ears,HP:0040093
Neoplasm of the outer ear,HP:0040095
Neoplasm of the inner ear,HP:0040096
Neoplasm of the ceruminal gland,HP:0040097
Basalioma of the outer ear,HP:0040098
Abnormality of the round window,HP:0040099
Cutaneous atresia of the external auditory canal,HP:0040101
Osseous atresia of the external auditory canal,HP:0040102
Cutaneous stenosis of the external auditory canal,HP:0040103
Osseous stenosis of the external auditory canal,HP:0040104
Morphological abnormality of the posterior semicircular canal,HP:0040107
Morphological abnormality of the anterior semicircular canal,HP:0040108
Morphological abnormality of the saccule,HP:0040110
Abnormal number of tubercles,HP:0040112
Old-aged sensorineural hearing impairment,HP:0040113
Absence of the reflex of the tensor tympani muscle,HP:0040114
Aplasia of the Eustachian tube,HP:0040116
Atresia of the Eustachian tube,HP:0040117
Stenosis of the Eustachian tube,HP:0040118
Abnormality of the reflex of the tensor tympani muscle,HP:0040120
Abnormality of the acoustic reflex,HP:0040121
Impairment of the the acoustic reflex,HP:0040122
Impairment of the reflex of the tensor tympani muscle,HP:0040123
obsolete Patent tuba eustachii,HP:0040124
Abnormal vitamin B12 level,HP:0040126
Abnormal sweat homeostasis,HP:0040127
Abnormal sweat electrolytes,HP:0040128
Abnormal nerve conduction velocity,HP:0040129
Abnormal serum iron concentration,HP:0040130
Abnormal motor nerve conduction velocity,HP:0040131
Abnormal sensory nerve conduction velocity,HP:0040132
Abnormal circulating ferritin concentration,HP:0040133
Abnormal hepatic iron concentration,HP:0040134
Abnormal transferrin saturation,HP:0040135
Mucinous histiocytosis,HP:0040138
Lipogranulomatosis,HP:0040139
Degeneration of the striatum,HP:0040140
Reduced 5-oxoprolinase level,HP:0040142
Dystopic os odontoideum,HP:0040143
Dicarboxylic acidemia,HP:0040145
D-2-hydroxyglutaric acidemia,HP:0040146
L-2-hydroxyglutaric acidemia,HP:0040147
Cortical myoclonus,HP:0040148
Woolly scalp hair,HP:0040149
Epiblepharon of upper lid,HP:0040150
Epiblepharon of lower lid,HP:0040151
Elevated urinary carboxylic acid,HP:0040156
Abnormal intermamillary distance,HP:0040157
Short intermamillary distance,HP:0040158
Abnormal spaced incisors,HP:0040159
Generalized osteoporosis,HP:0040160
Localized osteoporosis,HP:0040161
Orthokeratosis,HP:0040162
Lipomas of eyelids,HP:0040164
Periostitis,HP:0040165
obsolete Abnormality of the periosteum,HP:0040166
Loose anagen hair,HP:0040169
Decreased serum testosterone concentration,HP:0040171
Abnormality of occipitofrontalis muscle,HP:0040172
Abnormality of the tongue muscle,HP:0040173
Abnormality of extrinsic muscle of tongue,HP:0040174
Platelet-activating factor acetylhydrolase deficiency,HP:0040175
Abnormal circulating phospholipid concentration,HP:0040176
Abnormal level of platelet-activating factor,HP:0040177
Increased level of platelet-activating factor,HP:0040178
Decreased level of platelet-activating factor,HP:0040179
Inappropriate sinus tachycardia,HP:0040182
Macrothrombocytopenia,HP:0040185
Osteochondrosis,HP:0040188
Rectus femoris muscle atrophy,HP:0040191
APUdoma,HP:0040192
obsolete Pinealoblastoma,HP:0040193
Decreased head circumference,HP:0040195
Non-medullary thyroid carcinoma,HP:0040198
obsolete Flat midface,HP:0040199
Simultanapraxia,HP:0040201
Abnormal consumption behavior,HP:0040202
Abnormal CSF neopterin concentration,HP:0040203
Elevated CSF neopterin level,HP:0040204
Decreased CSF neopterin level,HP:0040205
Abnormal circulating neopterin concentration,HP:0040206
Abnormal CSF biopterin concentration,HP:0040207
Elevated CSF biopterin level,HP:0040208
Decreased CSF biopterin level,HP:0040209
Abnormal circulating biopterin concentration,HP:0040210
Abnormal skin morphology of the palm,HP:0040211
Risus sardonicus,HP:0040212
Abnormal circulating insulin concentration,HP:0040214
obsolete Abnormal circulating insulin level,HP:0040215
Hypoinsulinemia,HP:0040216
Reduced natural killer cell count,HP:0040218
Absent natural killer cells,HP:0040219
Abnormal size of the dental root,HP:0040220
Hypoplasia of the dental root,HP:0040221
Decrease in high molecular weight von Willebrand factor Multimers,HP:0040225
Decreased level of heparin co-factor II,HP:0040226
Decreased level of histidine-rich glycoprotein,HP:0040227
Decreased level of plasminogen,HP:0040228
Decreased level of thrombomodulin,HP:0040229
Decreased level of tissue plasminogen activator,HP:0040230
Abnormal onset of bleeding,HP:0040231
Delayed onset bleeding,HP:0040232
Factor XIII subunit A deficiency,HP:0040233
Factor XIII subunit B deficiency,HP:0040234
Leukocyte inclusion bodies,HP:0040235
Hyperfibrinolysis,HP:0040236
Impaired binding of factor VIII to VWF,HP:0040237
Impaired neutrophil chemotaxis,HP:0040238
Increased plasma vitamin K epoxide after vitamin K supplementation,HP:0040239
Increased ratio of VWF propeptide to VWF antigen,HP:0040240
Increased RIPA,HP:0040241
Prolonged euglobulin clot lysis time,HP:0040243
Prolonged Russell's viper venom time,HP:0040244
Reduced alpha-2-antiplasmin activity,HP:0040245
Reduced antithrombin antigen,HP:0040246
Reduced euglobulin clot lysis time,HP:0040247
Reduced plasminogen activator inhibitor 1 activity,HP:0040248
Reduced plasminogen activator inhibitor 1 antigen,HP:0040249
Reduced prothrombin antigen,HP:0040250
Hand dimple,HP:0040251
Abnormal size of the clitoris,HP:0040252
Increased size of the clitoris,HP:0040253
Decreased size of the clitoris,HP:0040254
Aplasia/Hypoplasia of the clitoris,HP:0040255
Aplastic/Hypoplastic nasopharyngeal adenoids,HP:0040256
Abnormal size of nasopharyngeal adenoids,HP:0040257
Hypoplastic nasopharyngeal adenoids,HP:0040258
Aplastic nasopharyngeal adenoids,HP:0040259
Decreased size of nasopharyngeal adenoids,HP:0040260
Jaw ankylosis,HP:0040263
Upper limb muscle hypertrophy,HP:0040265
Proximal upper limb muscle hypertrophy,HP:0040266
Distal upper limb muscle hypertrophy,HP:0040267
Recurrent infections of the middle ear,HP:0040268
Impaired glucose tolerance,HP:0040270
Hyperintensity of MRI T2 signal of the spinal cord,HP:0040272
Adenocarcinoma of the small intestine,HP:0040274
Adenocarcinoma of the large intestine,HP:0040275
Prolactinoma,HP:0040278
Frequency,HP:0040279
Obligate,HP:0040280
Very frequent,HP:0040281
Frequent,HP:0040282
Occasional,HP:0040283
Very rare,HP:0040284
Excluded,HP:0040285
Abnormal axial muscle morphology,HP:0040286
Axial muscle atrophy,HP:0040287
Skeletal muscle steatosis,HP:0040291
Duplicated tongue,HP:0040294
Duplication of the upper lip,HP:0040295
Abnormal location of the eyebrow,HP:0040296
Hyperplasia of the endometrium,HP:0040298
Decreased circulating free fatty acid level,HP:0040299
Abnormal circulating free fatty acid concentration,HP:0040300
Increased urinary glycerol,HP:0040301
Duplication of the sella turcica,HP:0040304
Increased male libido,HP:0040305
Decreased male libido,HP:0040306
Male sexual dysfunction,HP:0040307
Male anorgasmia,HP:0040308
Sterile arthritis,HP:0040310
Symmetric polyarthritis,HP:0040311
Temporomandibular arthritis,HP:0040312
Oligoarthritis,HP:0040313
Blind vagina,HP:0040314
Tongue edema,HP:0040315
obsolete Aplasia of the penis,HP:0040316
Blue urine,HP:0040317
Red urine,HP:0040318
Red-brown urine,HP:0040320
Heliotrope rash,HP:0040324
Bull's eye rash,HP:0040325
Abnormal morphology of the olfactory bulb,HP:0040327
Focal hyperintensity of cerebral white matter on MRI,HP:0040328
Multifocal hyperintensity of cerebral white matter on MRI,HP:0040329
Focal hypointensity of cerebral white matter on MRI,HP:0040331
Multifocal hypointensity of cerebral white matter on MRI,HP:0040332
Confluent hypointensity of cerebral white matter on MRI,HP:0040333
Purulent rhinitis,HP:0040334
Absent neutrophil lactoferrin,HP:0041042
Neutrophil nuclear clefts,HP:0041043
Low neutrophil alkaline phosphatase,HP:0041044
Increased neutrophil mitochondria,HP:0041045
Increased neutrophil ribosomes,HP:0041046
Bladder outlet obstruction,HP:0041047
Decreased expression of GPI-anchored proteins on the cell surface,HP:0041048
Starch intolerance,HP:0041049
Renal tubular cyst,HP:0041050
Ageusia,HP:0041051
Agenesis of putamen,HP:0041052
obsolete Fractured head,HP:0041053
obsolete Fractured thoracic segment of trunk,HP:0041054
Fractured humerus,HP:0041055
Hot cross bun sign,HP:0041056
Transient decreased circulating IgG4,HP:0041057
Chronic decreased circulating IgG4,HP:0041058
Chronic (near) absent circulating IgG4,HP:0041059
Chronic partially decreased circulating IgG4,HP:0041060
Fractured calcaneus,HP:0041061
Transient decreased circulating IgG2,HP:0041062
Chronic decreased cirulating IgG2,HP:0041063
Fractured knee,HP:0041064
Chronic (near) absent circulating IgG2,HP:0041065
Chronic partially decreased circulating IgG2,HP:0041066
Transient decreased circulating IgG1,HP:0041067
Chronic decreased circulating IgG1,HP:0041068
Chronic (near) absent circulating IgG1,HP:0041069
Chronic partially decreased circulating IgG1,HP:0041070
Transient decreased circulating IgG3,HP:0041071
Chronic decreased circulating IgG3,HP:0041072
Fractured thoracic vertebra,HP:0041073
Chronic (near) absent circulating IgG3,HP:0041074
Chronic partially decreased circulating IgG3,HP:0041075
Abnormal immunoglobulin level in body fluid,HP:0041076
Increased immunoglobulin level in body fluid,HP:0041077
Decreased immunoglobulin level in body fluid,HP:0041078
Decreased body fat percentage,HP:0041079
Abnormal proportion of exhausted T cells,HP:0041080
Fractured lower leg,HP:0041081
Fractured phalanx,HP:0041083
Compression-fractured thoracic vertebra,HP:0041084
Compression-fractured vertebra,HP:0041085
Compression-fractured cervical vertebra,HP:0041086
Compression-fractured lumbar vertebra,HP:0041087
Avulsion fractured humerus,HP:0041088
Avulsion fractured tibia,HP:0041089
obsolete Avulsion fractured pelvic region of trunk,HP:0041090
Avulsion fractured epiphysis of femur,HP:0041091
Emotional hypersensitivity,HP:0041092
Beau's lines,HP:0041093
Complete tracheal ring,HP:0041094
Decreased middle cerebral artery pulsatility index,HP:0041095
Fractured metaphysis of femur,HP:0041114
Fractured right clavicle,HP:0041115
Fractured left clavicle,HP:0041116
Fractured lower limb segment,HP:0041117
Fractured upper limb segment,HP:0041118
Fractured metacarpus skeleton,HP:0041119
Fractured epiphysis of fifth metacarpal bone,HP:0041121
Fractured clavicle bone,HP:0041144
Fractured acetabular part of hip bone,HP:0041145
Fractured coccyx,HP:0041146
Fractured epiphysis,HP:0041147
Fractured navicular bone of pes,HP:0041149
Fractured cuboid bone,HP:0041150
Fractured sternoclavicular joint,HP:0041152
Fractured ankle,HP:0041153
Fractured elbow joint,HP:0041154
Fractured mandible,HP:0041155
Fractured orbit of skull,HP:0041156
Fractured larynx,HP:0041157
obsolete Fractured trunk,HP:0041158
Fractured rib,HP:0041159
obsolete Fractured pelvic region of trunk,HP:0041161
Fractured foot bone,HP:0041162
Fractured manual digit,HP:0041163
Fractured talus,HP:0041164
Fractured maxilla,HP:0041165
Fractured vertebra,HP:0041166
Fractured cervical vertebra,HP:0041167
Fractured lumbar vertebra,HP:0041168
Fractured fused sacrum,HP:0041172
Fractured metacarpophalangeal joint,HP:0041173
Fractured distal phalanx of manus,HP:0041174
Fractured middle phalanx of pes,HP:0041175
Fractured distal phalanx of manual digit 2,HP:0041176
Fractured distal phalanx of manual digit 3,HP:0041177
Fractured distal phalanx of manual digit 4,HP:0041178
Fractured distal phalanx of manual digit 5,HP:0041179
Fractured distal phalanx of pedal digit 1,HP:0041180
Fractured distal phalanx of pedal digit 3,HP:0041181
Fractured middle phalanx of manual digit 2,HP:0041182
Fractured middle phalanx of manual digit 3,HP:0041183
Fractured middle phalanx of manual digit 4,HP:0041184
Fractured middle phalanx of manual digit 5,HP:0041185
Fractured middle phalanx of pedal digit 3,HP:0041186
Fractured proximal phalanx of pedal digit 1,HP:0041187
Fractured proximal phalanx of manual digit 1,HP:0041188
Fractured epiphysis of femur,HP:0041189
Fractured epiphysis of second metacarpal bone,HP:0041190
Fractured epiphysis of third metacarpal bone,HP:0041191
Fractured epiphysis of fourth metacarpal bone,HP:0041192
Fractured epiphysis of first metatarsal bone,HP:0041193
Fractured epiphysis of second metatarsal bone,HP:0041194
Fractured epiphysis of third metatarsal bone,HP:0041195
Fractured distal epiphysis of radius,HP:0041196
Fractured proximal epiphysis of first metacarpal bone,HP:0041197
Fractured proximal epiphysis of middle phalanx of manual digit 3,HP:0041198
Fractured interphalangeal joint,HP:0041199
Fractured sternal end of clavicle,HP:0041200
Fractured epiphysis of middle phalanx of manus,HP:0041209
Fractured lateral malleolus of fibula,HP:0041210
Fractured proximal phalanx of digit 2,HP:0041211
Fractured proximal phalanx of digit 3,HP:0041212
Fractured proximal phalanx of digit 4,HP:0041213
Fractured proximal phalanx of digit 5,HP:0041214
Fractured fused metatarsal bones 2-4,HP:0041215
Fractured distal epiphysis of distal phalanx of manual digit 1,HP:0041216
Fractured shoulder,HP:0041217
Fractured distal phalanx,HP:0041218
Fractured elbow,HP:0041219
Fractured facial bone,HP:0041220
Fractured head of femur,HP:0041221
Fractured fibula,HP:0041222
Fractured metatarsal bone of digit 5,HP:0041223
Fractured manual digit bone,HP:0041224
Fractured metacarpal bone of digit 1,HP:0041225
Fractured distal tarsal bone,HP:0041226
Fractured distal tarsal bone 2,HP:0041227
Fractured distal tarsal bone 3,HP:0041228
Fractured metatarsal bone of digit 4,HP:0041230
Fractured metatarsal bone of digit 1,HP:0041231
obsolete Fractured skeleton of manual acropodium,HP:0041232
Fractured ilium,HP:0041233
Fractured bone of jaw,HP:0041234
Fractured hindlimb bone,HP:0041235
Fractured middle phalanx of manus,HP:0041236
Fractured patella,HP:0041237
Fractured manual digit 1 phalanx,HP:0041239
Fractured phalanx of pes,HP:0041240
Fractured phalanx of manus,HP:0041241
Fractured proximal phalanx of manus,HP:0041243
Fractured scapula,HP:0041244
Fractured shoulder bone,HP:0041245
Fractured sternum,HP:0041246
Fractured tarsal bone,HP:0041247
Fractured carpal bone,HP:0041248
Fractured nose,HP:0041249
Abnormal ossification of the trapezium,HP:0045001
Absent ossification of the trapezium,HP:0045002
Abnormal ossification of the scaphoid,HP:0045003
Abnormal ossification of the trapezoid bone,HP:0045004
Aplasia of lymphatic vessels,HP:0045006
Abnormal substantia nigra morphology,HP:0045007
Decreased urine bicarbonate concentration,HP:0045011
Decreased urinary catecholamine concentration,HP:0045012
obsolete Decreased urinary glucose concentration,HP:0045013
Hypolipidemia,HP:0045014
obsolete Elevated serum long-chain fatty acids,HP:0045016
Partial duplication of eyebrows,HP:0045018
Abnormality of the thoracic cavity,HP:0045027
Eosinophilic fasciitis,HP:0045029
Elevated urinary aminoisobutyric acid,HP:0045034
Decreased urinary copper concentration,HP:0045035
Abnormal urinary copper concentration,HP:0045036
Abnormality of jaw muscles,HP:0045037
Gastric lymphoma,HP:0045038
Osteolysis involving bones of the upper limbs,HP:0045039
Abnormal lactate dehydrogenase level,HP:0045040
Reduced lactate dehydrogenase B level,HP:0045041
Decreased serum complement C4,HP:0045042
Decreased serum complement C4a,HP:0045043
Decreased serum complement C4b,HP:0045044
Reduced insulin like growth factor binding protein acid labile subunit concentration,HP:0045046
HbS hemoglobin,HP:0045047
Increased HbA2 hemoglobin,HP:0045048
Increased DLCO,HP:0045050
Decreased DLCO,HP:0045051
Abnormality of the brachial nerve plexus,HP:0045052
Abnormality of the lumbosacral nerve plexus,HP:0045053
Tiger tail banding,HP:0045055
Abnormal levels of alpha-fetoprotein,HP:0045056
Decreased levels of alpha-fetoprotein,HP:0045057
Abnormality of the testis size,HP:0045058
Hyperkeratotic papule,HP:0045059
Decreased carnitine level in liver,HP:0045061
Increased PIVKA-II,HP:0045063
Thin eyebrow,HP:0045074
Distal femoral metaphyseal irregularity,HP:0045079
Decreased proportion of CD3-positive T cells,HP:0045080
Abnormality of body mass index,HP:0045081
Decreased body mass index,HP:0045082
obsolete Increased body mass index,HP:0045083
Atrophy of masseter muscle,HP:0045085
Clinical relevance,HP:0045088
Distinctive finding,HP:0045089
Minor finding,HP:0045090
Anorgasmia,HP:0046502
Increased libido,HP:0046503
Decreased libido,HP:0046504
Pain in head and neck region,HP:0046506
Bradypnea,HP:0046507
Abnormal cervical spine morphology,HP:0046508
Malignant mesothelioma,HP:0100001
Pleural mesothelioma,HP:0100002
Peritoneal mesothelioma,HP:0100003
Pericardial mesothelioma,HP:0100004
Testicular mesothelioma,HP:0100005
Schwannoma,HP:0100008
Intracranial meningioma,HP:0100009
Spinal meningioma,HP:0100010
Scleral schwannoma,HP:0100011
Epiretinal membrane,HP:0100014
Stahl ear,HP:0100015
Capsular cataract,HP:0100017
Nuclear cataract,HP:0100018
Cortical cataract,HP:0100019
Posterior capsular cataract,HP:0100020
Overfriendliness,HP:0100025
Accessory ectopic thyroid tissue,HP:0100030
Pseudo-fractures,HP:0100036
Abnormality of the scalp hair,HP:0100037
Slow-growing scalp hair,HP:0100038
Thickened cortex of bones,HP:0100039
Broad 2nd toe,HP:0100040
